The delivery of supplies in 1608 on the First and Second Supply missions of Captain Newport had also added to the number of hungry settlers.,When were the First and Second Supply missions of Captain Newport?,
"It seemed certain at that time that the colony at Jamestown would meet the same fate as earlier English attempts to settle in North America, specifically the Roanoke Colony (Lost Colony) and the Popham Colony, unless there was a major relief effort.","Unless there was a major relief effort, it seemed certain at that time that the colony at Jamestown would meet the same fate as what earlier English attempts to settle in North America?",
"The Germans who arrived with the Second Supply and a few others defected to the Powhatans, with weapons and equipment.",Who defected to the Powhatans with weapons and equipment?,
The Germans even planned to join a rumored Spanish attack on the colony and urged the Powhatans to join it.,What rumored attack on the colony did the Germans urge the Powhatans to join.,
"The Spanish were driven off by the timely arrival in July 1609 of Captain Samuel Argall in Mary and John, a larger ship than the Spanish reconnaissance ship La Asunción de Cristo.",When were the Spanish were driven off?,
Argall's voyage also prevented the Spanish from gaining knowledge of the weakness of the colony.,Who prevented the Spanish from gaining knowledge of the weakness of the colony?,
"Don Pedro de Zúñiga, the Spanish ambassador to England, was desperately seeking this (in addition to spies) in order to get Philip III of Spain to authorise an attack on the colony.",Who was desperately seeking this (in addition to spies) in order to get Philip III of Spain to authorise an attack on the colony?,
The investors of the Virginia Company of London expected to reap rewards from their speculative investments.,Who expected to reap rewards from their speculative investments?,
"With the Second Supply, they expressed their frustrations and made demands upon the leaders of Jamestown in written form.",When did they expressed their frustrations and made demands upon the leaders of Jamestown?,
"They specifically demanded that the colonists send commodities sufficient to pay the cost of the voyage, a lump of gold, assurance that they had found the South Sea, and one member of the lost Roanoke Colony.
",What did they specifically demand that the colonists send?,
"It fell to the third president of the Council Captain John Smith to deliver a bold and much-needed wake-up call in response to the investors in London, demanding practical laborers and craftsmen who could help make the colony more self-sufficient.",What did Captain John Smith do to help make the colony more self-sufficient?,
"After Smith was forced to return to England due to an explosion which gave him deep burn wounds during a trading expedition, the colony was led by George Percy, who proved incompetent in negotiating with the native tribes.",Who was the colony led by after Smith was forced to return to England due to an explosion which gave him deep burn wounds during a trading expedition?,
There are indications that those in London comprehended and embraced Smith's message.,What did those in London do with Smith's message?,
The Third Supply mission of 1609 was to be by far the largest and best equipped.,What was the Third Supply mission of 1609 equipped with?,
"They also had a new purpose-built flagship, Sea Venture, constructed, and placed in the most experienced of hands, Christopher Newport.","Who constructed a new purpose-built flagship, Sea Venture?",
"On June 2, 1609, Sea Venture set sail from Plymouth as the flagship of a seven-ship fleet (towing two additional pinnaces) destined for Jamestown, Virginia as part of the Third Supply, carrying 214 settlers.",When did Sea Venture set sail from Plymouth as part of the Third Supply?,
"On July 24, the fleet ran into a strong storm, likely a hurricane, and the ships were separated.",When were the ships separated?,
"Although some of the ships did make it to Jamestown, the leaders, and most of the supplies had been aboard Sea Venture, which fought the storm for three days before Admiral of the Company, Sir George Somers, deliberately drove her onto the reefs of Bermuda to prevent her foundering.",Admiral of the Company Sir George Somers deliberately drove Sea Venture onto the reefs of Bermuda to prevent what?,
This allowed all aboard to be landed safely.,Who landed safely?,
"The survivors (including Lieutenant-General Sir Thomas Gates, Captain Christopher Newport, Sylvester Jordain, Stephen Hopkins, later of Mayflower, and secretary William Strachey) were stranded on Bermuda for approximately nine months.",When were the survivors stranded on Bermuda?,
"During that time, they built two new ships, the pinnaces Deliverance and Patience.",What did they build?,
"The original plan was to build only one vessel, Deliverance, but it soon became evident that she would not be large enough to carry the settlers and all of the food (salted pork) that was being sourced on the islands.",What was the original plan?,
"While the Third Supply was stranded in Bermuda, the colony at Jamestown was in even worse shape.","While the Third Supply was stranded in Bermuda, what happened to the colony at Jamestown?",
"In the ""Starving Time"" of 1609–1610, the Jamestown settlers faced rampant starvation for want of additional provisions.","When was the ""Starving Time"" ?",
"During this time, lack of food drove people to eat snakes and even boil the leather from shoes for sustenance.","During this time, lack of food drove people to do what?",
Only 60 of the original 214 settlers at Jamestown survived.,Who survived?,
There is scientific evidence that the settlers at Jamestown had turned to cannibalism during the starving time.,There is scientific evidence that the settlers at Jamestown had turned to what during the starving time?,
The ships from Bermuda arrived in Jamestown on 23 May 1610.,When did the ships from Bermuda arrive?,
"Many of the surviving colonists were near death, and Jamestown was judged to be unviable.","Many of the surviving colonists were near death, and Jamestown was judged to be what?",
"Everyone was boarded onto Deliverance and Patience, which set sail for England.",Where did Deliverance and Patience set sail for?,
"However, on June 10, 1610, the timely arrival of another relief fleet, bearing Governor Baron De La Warr (who would eventually give his name to the colony of Delaware), which met the two ships as they descended the James River, granted Jamestown a reprieve.","Who met the two ships as they descended the James River, and when?",
The Colonists called this The Day of Providence.,What did the colonists call this?,
"The fleet brought not only supplies, but also additional settlers.",What did the fleet bring?,
"All the settlers returned to the colony, though there was still a critical shortage of food.",Who returned to the colony?.,
"Relations between the colonists and the Powhatans quickly deteriorated after De La Warr's arrival, eventually leading to conflict.",When did relations between the colonists and the Powhatans quickly deteriorate?,
"The Anglo-Powhatan War lasted until Samuel Argall captured Wahunsenacawh's daughter Matoaka, better known by her nickname Pocahontas, after which the chief accepted a treaty of peace.","Who captured Wahunsenacawh's daughter Matoaka, better known by her nickname Pocahontas?",
"Due to the aristocratic backgrounds of many of the new colonists, a historic drought and the communal nature of their work load, progress through the first few years was inconsistent at best.",Progress through the first few years was inconsistent at best due to what?,
"By 1613, six years after Jamestown's founding, the organizers and shareholders of the Virginia Company were desperate to increase the efficiency and profitability of the struggling colony.","By 1613, the organizers and shareholders of the Virginia Company were desperate to increase the what of the struggling colony?",
"Without stockholder consent the Governor, Sir Thomas Dale, assigned 3-acre (12,000 m2) plots to its ""ancient planters"" and smaller plots to the ""settlement's"" later arrivals.","What did the Governor, Sir Thomas Dale, do without stockholder consent?",
"Measurable economic progress was made, and the settlers began expanding their planting to land belonging to local native tribes.",Where did the settlers began expanding their planting?,
That this turnaround coincided with the end of a drought that had begun the year before the English settlers' arrival probably indicates multiple factors were involved besides the colonists' ineptitude.,What factors were involved besides the colonists' ineptitude?,
"Among the colonists who survived the Third Supply was John Rolfe, who carried with him a cache of untested new tobacco seeds from Bermuda, which had grown wild there after being planted by shipwrecked Spaniards years before.","Among the colonists who survived the Third Supply was John Rolfe, who carried with him a cache of untested new tobacco seeds from where?",
"In 1614, Rolfe began to successfully harvest tobacco.",When did Rolfe begin to successfully harvest tobacco?,
"Prosperous and wealthy, he married Pocahontas, daughter of Chief Powhatan, bringing several years of peace between the English and natives.","When he married Pocahontas, daughter of Chief Powhatan, what happened?",
"However, at the end of a public relations trip to England, Pocahontas became sick and died on March 21, 1617.",When did Pocahontas die?,
"The following year, her father also died.","The following year, who also died?",
"Powhatan's brother, a fierce warrior named Opchanacanough, became head of the Powhatan Confederacy.",Who became head of the Powhatan Confederacy?,
"As the English continued to appropriate more land for tobacco farming, relations with the natives worsened.","As the English continued to appropriate more land for tobacco farming, what happened?",
"Due to the high cost of the trans-atlantic voyage at this time, many English settlers came to Jamestown as indentured servants: in exchange for the passage, room, board, and the promise of land or money, these immigrants would agree to work for three to seven years.",In what way did many English settlers come to Jamestown?, 
"Immigrants from continental Europe, mainly Germans, were usually redemptioners—they purchased some portion of their voyage on credit and, upon arrival, borrowed or entered into a work contract to pay the remainder of their voyage costs.",Who were redemptioners?,
"Along with European indentured servants, around 20 African slaves arrived in Jamestown in 1619.",When did African slaves arrive in Jamestown?,
These slaves were captives taken from a ship headed for Mexico.,Where were these slaves headed?,
"Though these Africans started in Jamestown as slaves, some were able to obtain the status of indentured servant later in life.","Though these Africans started in Jamestown as slaves, some were able to obtain the status of what later in life?",
"In 1619, the first representative assembly in America convened in the Jamestown Church, ""to establish one equal and uniform government over all Virginia"" which would provide ""just laws for the happy guiding and governing of the people there inhabiting.""",When did the first representative assembly in America convene in the Jamestown Church?,
This became known as the House of Burgesses (forerunner of the Virginia General Assembly).,What did this become known as?,
"Initially, only men of English origin were permitted to vote.","Initially, only men of origin from where were permitted to vote?",
"On June 30, 1619, in what was the first recorded strike in Colonial America, the Polish artisans protested and refused to work if not allowed to vote (""No Vote, No Work"").",What was the first recorded strike in Colonial America?,
"On July 21, 1619, the court granted the Poles and Slovaks equal voting rights.","On July 21, 1619, the court granted the Poles and Slovaks equal voting rights.",
"Afterwards, the labor strike (the first ""in American history"") was ended and the artisans resumed their work.","After the labor strike (the first ""in American history"") was ended, what happened?",
"Individual land ownership was also instituted, and the colony was divided into four large ""boroughs"" or ""incorporations"" called ""citties"" by the colonists.","Individual land ownership was also instituted, and the colony was divided into four large what?",
Jamestown was located in James Cittie.,Where was Jamestown located?,
"After several years of strained coexistence, Chief Opchanacanough and his Powhatan Confederacy attempted to eliminate the English colony once and for all.","After several years of strained coexistence, what did Chief Opchanacanough and his Powhatan Confederacy attempt to do?",
"On the morning of March 22, 1622, they attacked outlying plantations and communities up and down the James River in what became known as the Indian Massacre of 1622.",What day was the Indian Massacre of 1622?,
"More than 300 settlers were killed in the attack, about a third of the colony's English-speaking population.",Who were killed in the attack?,
"Sir Thomas Dale's development at Henricus, which was to feature a college to educate the natives, and Wolstenholme Towne at Martin's Hundred, were both essentially wiped out.","Sir Thomas Dale's development at Henricus, which was essentially wiped out, included what?",
Jamestown was spared only through a timely warning by a Virginia Indian employee. There was not enough time to spread the word to the outposts.,Jamestown was spared only through what?,
"Of the 6,000 people who came to the settlement between 1608 and 1624, only 3,400 survived.","Of the 6,000 people who came to the settlement between 1608 and 1624, who survived?",
"In 1624, King James revoked the Virginia Company's charter, and Virginia became a royal colony.",When did King James revoke the Virginia Company's charter?,
"Despite the setbacks, the colony continued to grow.","Despite setbacks, what did the colony continue to do?",
"Ten years later, in 1634, by order of King Charles I, the colony was divided into the original eight shires of Virginia (or counties), in a fashion similar to that practiced in England.","Ten years later, in 1634, by order of King Charles I, in a fashion similar to that practiced in England, the colony was divided into what number of shires?",
"Jamestown was now located in James City Shire, soon renamed the ""County of James City"", better known in modern times as James City County, Virginia, the nation's oldest county.",Jamestown was now located in what shire?,
"Another large-scale ""Indian attack"" occurred in 1644.","Another large-scale ""Indian attack"" occurred when?",
"In 1646, Opchanacanough was captured and while in custody an English guard shot him in the back—against orders—and killed him.","In 1646, Opchanacanough was captured and while in custody, what happened?",
"Subsequently, the Powhatan Confederacy began to decline.",When did the Powhatan Confederacy begin to decline?,
Opechancanough's successor signed the first peace treaties between the Powhatan Indians and the English.,Opechancanough's successor signed the first peace treaties between who?,
The treaties required the Powhatan to pay yearly tribute payment to the English and confined them to reservations.,The treaties required the Powhatan to do what?,
"A generation later, during Bacon's Rebellion in 1676, Jamestown was burned, eventually to be rebuilt.",When was Jamestown burned?,
"During its recovery, the Virginia legislature met first at Governor William Berkeley's nearby Green Spring Plantation, and later at Middle Plantation, which had been started in 1632 as a fortified community inland on the Virginia Peninsula, about 8 miles (13 km) distant.","During its recovery, where did the Virginia legislature meet?",
"When the statehouse burned again in 1698, this time accidentally, the legislature again temporarily relocated to Middle Plantation, and was able to meet in the new facilities of the College of William and Mary, which had been established after receiving a royal charter in 1693.","When the statehouse burned again in 1698, where did the legislature relocate?",
"Rather than rebuilding at Jamestown again, the capital of the colony was moved permanently to Middle Plantation in 1699.","Rather than rebuilding at Jamestown again, the capital of the colony was moved permanently to where in 1699?",
"The town was soon renamed Williamsburg, to honor the reigning monarch, King William III.","The town was soon renamed Williamsburg, to honor whom?",
"A new Capitol building and ""Governor's Palace"" were erected there in the following years. This was a revolutionary change.",What was erected there in the following years?,
"Due to the movement of the capital to Williamsburg, the old town of Jamestown began to slowly disappear from view.","Due to the movement of the capital to Williamsburg, the old town of Jamestown began to do what?",
"Those who lived in the general area attended services at Jamestown's church until the 1750s, when it was abandoned.",Those who lived in the general area attended services at Jamestown's church until when?,
"By the mid-18th century, the land was heavily cultivated, primarily by the Travis and Ambler families.","By the mid-18th century, the land was heavily cultivated, primarily by what families?",
"During the American Revolutionary War, although the Battle of Green Spring was fought nearby at the site of former Governor Berkeley's plantation, Jamestown was apparently inconsequential.","During the American Revolutionary War, although the Battle of Green Spring was fought nearby at the site of former Governor Berkeley's plantation, what was Jamestown's significance?",
"In 1831, David Bullock purchased Jamestown from the Travis and Ambler families.","In 1831, David Bullock purchased Jamestown from whom?",
"During the American Civil War, in 1861, Confederate William Allen, who owned the Jamestown Island, occupied Jamestown with troops he raised at his own expense with the intention of blockading the James River and Richmond from the Union Navy.","During the American Civil War, in 1861, who occupied Jamestown with troops?",
"He was soon joined by Lieutenant Catesby ap Roger Jones, who directed the building of batteries and conducted ordnance and armor tests for the first Confederate ironclad warship, CSS Virginia, which was under construction at the Gosport Naval Shipyard in Portsmouth in late 1861 and early 1862.",Who was he was soon joined by?,
"Jamestown had a peak force of 1,200 men.",Jamestown had a peak force of how many men?,
"During the Peninsula Campaign, which began later that spring, Union forces under General George B. McClellan moved up the Peninsula from Fort Monroe in an attempt to capture the Confederate capital of Richmond.","During the Peninsula Campaign, which began later that spring, Union forces under General George B. McClellan moved up the Peninsula from Fort Monroe in an attempt to do what?",
"The Union forces captured Yorktown in April 1862, and the Battle of Williamsburg was fought the following month.",When did the Union forces capture Yorktown?,
"With these developments, Jamestown and the lower James River were abandoned by the Confederates.","With these developments, what locations were abandoned by the Confederates?",
"Some of the forces from Jamestown, and the crew of Virginia, relocated to Drewry's Bluff, a fortified and strategic position high above the river about 8 miles (13 km) below Richmond.","Some of the forces from Jamestown, and the crew of Virginia, relocated to Drewry's Bluff, a fortified and strategic position high above the river about how many miles below Richmond?",
"There, they successfully blocked the Union Navy from reaching the Confederate capital.","There, they successfully blocked the Union Navy from reaching where?",
"Once in Federal hands, Jamestown became a meeting place for runaway slaves, who burned the Ambler house, an eighteenth-century plantation house, which along with the old church was one of the few remaining signs of old Jamestown.","Once in Federal hands, Jamestown became a meeting place for whom?",
"When Allen sent men to assess the damage in late 1862, they were killed by the former slaves.",Who killed the men sent by Allen?,
"Following the Confederate surrender at Appomattox Courthouse, the oath of allegiance was administered to former Confederate soldiers at Jamestown.","Following the Confederate surrender at Appomattox Courthouse, what was administered to former Confederate soldiers at Jamestown?",
"In the years after the Civil War, Jamestown became quiet and peaceful once again.",When did Jamestown become quiet and peaceful once again?,
"In 1892, Jamestown was purchased by Mr. and Mrs. Edward Barney. ","In 1892, Jamestown was purchased by whom?",
"The following year, the Barneys donated 22½ acres of land, including the ruined church tower, to the Association for the Preservation of Virginia Antiquities (now known as Preservation Virginia).","The following year, the Barneys donated 22½ acres of land, including what building, to the Association for the Preservation of Virginia Antiquities (now known as Preservation Virginia).",
"By this time, erosion from the river had eaten away the island's western shore.","By this time, erosion from the river had done what to the island's western shore?",
Visitors began to conclude that the site of James Fort lay completely underwater.,Visitors began to conclude that the site of James Fort lay where?,
"With federal assistance, a sea wall was constructed in 1900 to protect the area from further erosion.","With federal assistance, what was constructed in 1900 to protect the area from further erosion?",
"The archaeological remains of the original 1607 fort, which had been protected by the sea wall, were discovered in 1994.","The archaeological remains of the original 1607 fort, which had been protected by the sea wall, were discovered when?",
"In 1932, George Craghead Gregory of Richmond was credited with discovering the foundation of the first brick statehouse (capitol) building, circa 1646, at Jamestown on the land owned by Preservation Virginia.","In 1932, who was credited with discovering the foundation of the first brick statehouse (capitol) building, circa 1646, at Jamestown?",
"Around 1936, Gregory, who was active with the Virginia Historical Society, founded the Jamestowne Society for descendants of stockholders in the Virginia Company of London and the descendants of those who owned land or who had domiciles in Jamestown or on Jamestown Island prior to 1700.","Around 1936, Gregory, who was active with the Virginia Historical Society, founded the Jamestowne Society for whom?",
"Colonial National Monument was authorized by the U.S. Congress on July 3, 1930 and established on December 30, 1930.", When was the Colonial National Monument authorized by the U.S. Congress?,
"In 1934, the National Park Service obtained the remaining 1,500 acre (6.1 km²) portion of Jamestown Island which had been under private ownership by the Vermillion family.","In 1934, the National Park Service obtained the remaining 1,500 acre (6.1 km²) portion of Jamestown Island which had been under private ownership by what family?",
The National Park Service partnered with Preservation Virginia to preserve the area and present it to visitors in an educational manner.,Who partnered with Preservation Virginia to preserve the area?,
"On June 5, 1936, the national monument was re-designated a national historical park, and became known as Colonial National Historical Park.",When was the national monument was re-designated a national historical park?,
"From 1936 J.C. ""Pinky"" Harrington worked on the NPS's excavations at Jamestown.","From 1936, who worked on the NPS's excavations at Jamestown.",
"In 1954 John L. Cotter took charge of field projects at Jamestown, conducted with the site's 350th anniversary (1957) in mind.",When did John L. Cotter take charge of field projects at Jamestown?,
Cotter worked with Edward B. Jelks and Harrington to survey the area's colonial sites.,Cotter worked to survey the area's colonial sites with who?,
In 1957 Cotter and J. Paul Hudson co-authored New Discoveries at Jamestown.,In 1957 Cotter and J. Paul Hudson co-authored what book?,
"Cotter contributed, along with Jelks, Georg Neumann, and Johnny Hack, to the 1958 report Archaeological Excavations at Jamestown.","Cotter contributed, along with Jelks, Georg Neumann, and Johnny Hack, to what 1958 report. ",
"In the present time, as part of the Colonial National Historical Park, the Jamestown Island area is home to two heritage tourism sites related to the original fort and town.","In the present time, as part of the Colonial National Historical Park, the Jamestown Island area is home to how many heritage tourism sites?",
"Nearby, the Jamestown-Scotland Ferry service provides a link across the navigable portion of the James River for vehicles and affords passengers a view of Jamestown Island from the river.","Nearby, the Jamestown-Scotland Ferry service provides a link across the navigable portion of the James River for vehicles and affords passengers a view of what from the river?",
"Historic Jamestowne, located at the original site of Jamestown, is administered by Preservation Virginia and the National Park Service.","Historic Jamestowne, located at the original site of Jamestown, is administered by whom?",
"The central 22½ acres of land, where the archaeological remains of the original James Fort were found, are owned by Preservation Virginia (formerly known as the Association for the Preservation of Virginia Antiquities); the remaining 1,500 acres (6.1 km2) are held by the National Park Service and is part of the Colonial National Historical Park.","The central 22½ acres of land, where the archaeological remains of the original James Fort were found, are owned by Preservation Virginia (formerly known as the Association for the Preservation of Virginia Antiquities); the remaining 1,500 acres (6.1 km2) are held by whom?",
"The site gained renewed importance when in 1996 the Jamestown Rediscovery project began excavations in search of the original James Fort site, originally in preparation for the quadricentennial of Jamestown's founding.",When did the site gain renewed importance?,
"The primary goal of the archaeological campaign was to locate archaeological remains of ""the first years of settlement at Jamestown, especially of the earliest fortified town; [and the] subsequent growth and development of the town"".",The primary goal of the archaeological campaign was to locate archaeological remains of what?,
"Today, visitors to Historic Jamestowne can view the site of the original 1607 James Fort, the 17th-century church tower and the site of the 17th-century town, as well as tour an archaeological museum called the Archaearium and view many of the close to two million artifacts found by Jamestown Rediscovery.","Today, visitors to Historic Jamestowne can view the site of the original 1607 James Fort, the 17th-century church tower and the site of the 17th-century town, as well as tour an archaeological museum called what?",
They also may participate in living history ranger tours and Archaeological tours given by the Jamestown Rediscovery staff.,What may they also particiate in?,
"Visitors can also often observe archaeologists from the Jamestown Rediscovery Project at work, as archaeological work at the site continues.",Who can visitors also often observe at work?,
"As of 2014, the archaeological work and studies are ongoing.",The archaeological work and studies are ongoing since when?,
"In addition to their newsletter and website, new discoveries are frequently reported in the local newspaper, the Virginia Gazette based in nearby Williamsburg, and by other news media, often worldwide.","In addition to their newsletter and website, new discoveries are frequently reported where?",
Jamestown Settlement is a living-history park and museum located 1.25 miles (2.01 km) from the original location of the colony and adjacent to Jamestown Island.,Jamestown Settlement is a living-history park and museum located 1.25 miles (2.01 km) from where?,
"Initially created for the celebration of the 350th anniversary in 1957, Jamestown Settlement is operated by the Jamestown-Yorktown Foundation, and largely sponsored by the Commonwealth of Virginia.","Initially created for the celebration of the 350th anniversary in 1957, Jamestown Settlement is operated by whom?",
"The museum complex features a reconstruction of a Powhatan village, the James Fort as it was c. 1610–1614, and seagoing replicas of the three ships that brought the first settlers, Susan Constant, Godspeed, Discovery.","The museum complex features a reconstruction of a Powhatan village, the James Fort as it was c. 1610–1614, and seagoing replicas of what?",
"With the national independence of the United States established by the end of the 18th century, Jamestown came to be looked at as a starting point.",When did Jamestown come to be looked at as a starting point?,
"Its founding in 1607 has been regularly commemorated, with the most notable events being held every fifty years.","Its founding in 1607 has been regularly commemorated, with the most notable events being held when?",
"The bicentennial of Jamestown on May 13–14, 1807, was called the Grand National Jubilee.","The bicentennial of Jamestown on May 13–14, 1807, was called what?",
"Over 3,000 people attended the event, many arriving on vessels which anchored in the river off the island.",How many people attended the event?,
"May 13 was the opening day of the festival, which began with a procession which marched to the graveyard of the old church, where the attending bishop delivered the prayer.","May 13 was the opening day of the festival, which began with what?",
"The procession then moved to the Travis mansion, where the celebrants dined and danced in the mansion that evening.",Where did the procession then move?,
"Also during the festivities, students of the College of William and Mary gave orations.","Also during the festivities, who gave orations?",
"An old barn on the island was used as a temporary theater, where a company of players from Norfolk performed.",What on the island was used as a temporary theater?,
"Attending were many dignitaries, politicians, and historians.",Who was attending?,
The celebration concluded on May 14 with a dinner and toast at the Raleigh Tavern in Williamsburg.,The celebration concluded on May 14 with what?,
"In 1857, the Jamestown society organized a celebration marking the 250th anniversary of Jamestown's founding.","In 1857, the Jamestown society organized a celebration marking what anniversary? ",
"According to the Richmond Enquirer, the site for the celebration was on 10 acres (40,000 m2) on the spot where some of the colonists' houses were originally built.","According to the Richmond Enquirer, the site for the celebration was on 10 acres (40,000 m2) where?",
"However, it is also speculated that the celebration was moved further east on the island closer to the Travis grave site, in order to avoid damaging Major William Allen's corn fields.","However, it is also speculated that the celebration was moved further east on the island closer to the Travis grave site, in order to avoid damaging what",
"The attendance was estimated at between 6,000 and 8,000 people.",The attendance was estimated at between what?,
Sixteen large steam ships anchored offshore in the James River and were gaily decorated with streamers.,What anchored offshore in the James River?,
"Former US President John Tyler of nearby Sherwood Forest Plantation gave a 2½ hour speech, and there were military displays, a grand ball and fireworks.",Who gave a 2½ hour speech?,
The 100th anniversary of the Surrender at Yorktown in 1781 had generated a new interest in the historical significance of the colonial sites of the Peninsula.,The 100th anniversary of the Surrender at Yorktown in 1781 had generated a new interest in the historical significance of where?,
"Williamsburg, a sleepy but populated town of shops and homes, was still celebrating Civil War events.",What town was still celebrating Civil War events?,
"However, as the new century dawned, thoughts turned to the upcoming 300th anniversary of the founding of Jamestown.","However, as the new century dawned, thoughts turned to what anniversary?",
The Association for the Preservation of Virginia Antiquities (now known as Preservation Virginia) started the movement in 1900 by calling for a celebration honoring the establishment of the first permanent English colony in the New World at Jamestown to be held on the 300th anniversary in 1907.,The Association for the Preservation of Virginia Antiquities (now known as Preservation Virginia) started the movement in 1900 by calling for a celebration honoring what?,
"As a celebration was planned, virtually no one thought that the actual isolated and long-abandoned original site of Jamestown would be suitable for a major event because Jamestown Island had no facilities for large crowds.","As a celebration was planned, virtually no one thought that what site would be suitable for a major event?",
The original fort housing the Jamestown settlers was believed to have been long ago swallowed by the James River.,The original fort housing the Jamestown settlers was believed to have been long ago swallowed by what?,
"The general area in James City County near Jamestown was also considered unsuitable, as it was not very accessible in the day of rail travel before automobiles were common.",What area was also considered unsuitable?,
"As the tricentennial of the 1607 Founding of the Jamestown neared, around 1904, despite an assumption in some quarters that Richmond would be a logical location, leaders in Norfolk began a campaign to have a celebration held there.","As the tricentennial of the 1607 Founding of the Jamestown neared, leaders in what city began a campaign to have a celebration held there?",
The decision was made to locate the international exposition on a mile-long frontage at Sewell's Point near the mouth of Hampton Roads.,The decision was made to locate the international exposition where?,
This was about 30 miles (48 km) downstream from Jamestown in a rural section of Norfolk County.,How far downstream from Jamestown was this?,
"It was a site which could become accessible by both long-distance passenger railroads and local streetcar service, with considerable frontage on the harbor of Hampton Roads.",It was a site which could become accessible by both long-distance passenger railroads and what?,
This latter feature proved ideal for the naval delegations which came from points all around the world.,This latter feature proved ideal for the naval delegations which came from where?,
The Jamestown Exposition of 1907 was one of the many world's fairs and expositions that were popular in the early part of the 20th century.,What was the Jamestown Exposition of 1907?,
